,Date,Symbol,Investment,High,Low,Adjusted Spread,Adj. Spread after fees,Fees,Profitable,Sell exchange,Buy exchange
923,01-14-2021_03-41-56,XLM/USD,25.0,0.29549974,0.294529,0.08212697581392334,-0.045373024186076666,0.1275,False,Bittrex,Kraken
924,01-14-2021_03-42-08,XLM/USD,25.0,0.29549962,0.294578,0.07797133546229364,-0.049528664537706366,0.1275,False,Bittrex,Kraken
925,01-14-2021_03-42-19,XLM/USD,25.0,0.2954996,0.294578,0.07796964868987699,-0.04953035131012301,0.1275,False,Bittrex,Kraken
926,01-14-2021_03-42-39,XLM/USD,25.0,0.29549949,0.294657,0.0712767727619406,-0.056223227238059406,0.1275,False,Bittrex,Kraken
927,01-14-2021_03-42-50,XLM/USD,25.0,0.29549945,0.294657,0.07127339830920112,-0.05622660169079888,0.1275,False,Bittrex,Kraken
928,01-14-2021_03-43-02,XLM/USD,25.0,0.29549944,0.2947,0.06763464594044448,-0.05986535405955552,0.1275,False,Bittrex,Kraken
929,01-14-2021_03-43-11,XLM/USD,25.0,0.29549905,0.294664,0.07064743524556204,-0.056852564754437965,0.1275,False,Bittrex,Kraken
930,01-14-2021_03-43-23,XLM/USD,25.0,0.29549904,0.2947,0.06760089643607413,-0.05989909356392588,0.12749999,False,Bittrex,Kraken
931,01-14-2021_03-43-34,XLM/USD,25.0,0.29549892,0.294645,0.07224391886102392,-0.05525608113897608,0.1275,False,Bittrex,Kraken
932,01-14-2021_03-43-45,XLM/USD,25.0,0.2954987,0.294657,0.07121012715115166,-0.11128987284884834,0.1825,False,Bittrex,Coinbase Pro
933,01-14-2021_03-43-55,XLM/USD,25.0,0.2954983,0.294648,0.07193780810244682,-0.12056219189755318,0.1925,False,Bittrex,Coinbase Pro
934,01-14-2021_03-44-06,XLM/USD,25.0,0.29549815,0.294239,0.1065277396829762,-0.0759722603170238,0.1825,False,Bittrex,Coinbase Pro
935,01-14-2021_03-44-17,XLM/USD,25.0,0.29549779,0.294333,0.09854473023300539,-0.028955269766994612,0.1275,False,Bittrex,Kraken
936,01-14-2021_03-44-27,XLM/USD,25.0,0.29549773,0.294139,0.11495265970402126,-0.06754734029597874,0.1825,False,Bittrex,Coinbase Pro
937,01-14-2021_03-44-39,XLM/USD,25.0,0.29549748,0.293931,0.13252904897869022,-0.04997095102130977,0.1825,False,Bittrex,Coinbase Pro
938,01-14-2021_03-44-50,XLM/USD,25.0,0.29549744,0.294001,0.12660346566792488,-0.0008965343320751218,0.1275,False,Bittrex,Kraken
939,01-14-2021_03-45-01,XLM/USD,25.0,0.29549724,0.294294,0.10179790511748894,-0.02570209488251106,0.1275,False,Bittrex,Kraken
940,01-14-2021_03-45-11,XLM/USD,25.0,0.29549709,0.294329,0.09882415424124907,-0.02867584575875093,0.1275,False,Bittrex,Kraken
941,01-14-2021_03-45-20,XLM/USD,25.0,0.29549685,0.294456,0.08805931433786707,-0.039440685662132935,0.1275,False,Bittrex,Kraken
942,01-14-2021_03-45-31,XLM/USD,25.0,0.29549671,0.294409,0.09202386720312551,-0.03547613279687449,0.1275,False,Bittrex,Kraken
943,01-14-2021_03-45-40,XLM/USD,25.0,0.29549651,0.294029,0.12415628868171787,-0.05834371131828213,0.1825,False,Bittrex,Coinbase Pro
944,01-14-2021_03-45-51,XLM/USD,25.0,0.29549629,0.293927,0.13276731833079877,-0.04973268166920122,0.1825,False,Bittrex,Coinbase Pro
945,01-14-2021_03-46-02,XLM/USD,25.0,0.29549623,0.294,0.1265862173605432,-0.0009137826394567949,0.1275,False,Bittrex,Kraken
946,01-14-2021_03-46-13,XLM/USD,25.0,0.29549603,0.293939,0.13173019617217993,-0.050769803827820065,0.1825,False,Bittrex,Coinbase Pro
947,01-14-2021_03-46-24,XLM/USD,25.0,0.29549592,0.293937,0.1318901458944018,-0.050609854105598207,0.1825,False,Bittrex,Coinbase Pro
948,01-14-2021_03-46-35,XLM/USD,25.0,0.29549569,0.293962,0.12975569965165792,0.002255699651657922,0.1275,False,Bittrex,Kraken
